[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-12-24 17:51:37] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-24 17:51:38] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-24 17:51:38] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-24 17:51:38] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-24 17:51:38] [class-ss-setup-task.php:33] Creating archive directory: C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697\
[2024-12-24 17:51:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:05c1ee96a47cd6e6ba86fd1426b46ee5f30ecb48===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b66a5db-arpP2L.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css?simply_static_page=90
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css?simply_static_page=90
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 153 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b66a5db-arpP2L.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:1af4649ba360ecbfa6e74c2137cb7930b0836fc0===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b673697-noqbik.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css?simply_static_page=91
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css?simply_static_page=91
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 117 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b673697-noqbik.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:ad49db355d9c441dbc45f2681d34e3898f044c6d===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b67cb50-5EK5q1.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css?simply_static_page=92
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css?simply_static_page=92
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 192 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b67cb50-5EK5q1.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:1a227da83e3acf9f3eb7b0f76b5c9ee9b82e3bce===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b68644b-EfK3Xr.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css?simply_static_page=93
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css?simply_static_page=93
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b68644b-EfK3Xr.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:f107a9d27312a662cb97f6b61cd9017de8bc8e8f===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b68ffae-1hFsqG.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css?simply_static_page=94
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css?simply_static_page=94
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 229 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b68ffae-1hFsqG.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:ad1690675fb58c713a6fe75dc0c134d2cf3d8f05===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b699586-ebjeEQ.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css?simply_static_page=95
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css?simply_static_page=95
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 180 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b699586-ebjeEQ.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:8cf0a16973a7dcbe8c3fe94b4b8d36a57fa2f78c===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b6a3c77-pAlDRB.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=96
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=96
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 262 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b6a3c77-pAlDRB.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:16f456a48527457bc83d690e7ad91dd1f6ebdf37===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b6b01e0-LJyerH.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=97
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=97
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 213 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b6b01e0-LJyerH.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:57e3fda0a8e30bad4647c1729b3bbb96ff56bc3f===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b6bc199-376zMh.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=98
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=98
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 266 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b6bc199-376zMh.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-24 17:51:50] [class-ss-page.php:119] Checking Content Identical:2b3df65c0a0834426f8a634e0b59026305501dc7===. Value: FALSE
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-24 17:51:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 676
[2024-12-24 17:51:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/676af4b6c7ad9-UXfpVY.tmp
[2024-12-24 17:51:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=99
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=99
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:103] Filesize: 217 bytes
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-24 17:51:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/676af4b6c7ad9-UXfpVY.tmp to C:\wamp64\www\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1735062697/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
